step,time,pos_error,rot_error,ik_pos_error,ik_rot_error,target_x,target_y,target_z,ik_x,ik_y,ik_z,actual_x,actual_y,actual_z
22,1.5471255779266357,0.0008473762976404477,0.005364873850398934,3.639134443232232e-07,1.7514943143294537e-06,0.20568029344413352,-0.01326456745850618,0.38873547042045803,0.20568000621990798,-0.01326478668903235,0.38873551370111903,0.20488069512705537,-0.013463813903593257,0.38853801162665846
23,1.6145803928375244,0.0007352429987205884,0.004196894390631327,1.2300877165520164e-07,1.1724569597244732e-06,0.20910677961477314,-0.013362076802416217,0.38839723575698076,0.20910671855190532,-0.013362143922898948,0.38839715270684605,0.20862885583554736,-0.013572134024215903,0.3878795031117014
24,1.6818630695343018,0.0006756902192589541,0.004864088433080387,2.1797833134171406e-07,1.103477662078855e-06,0.21156744612543266,-0.012853481404311994,0.38771466610210165,0.2115673175157754,-0.012853656725949705,0.38771468147845833,0.21124066734656397,-0.013409333060551098,0.3879166607513861
25,1.749021053314209,0.0010362065810216384,0.0055112268501148216,6.790397407078554e-07,5.422005357566143e-06,0.2147629397385467,-0.013011274336761365,0.38688022573488695,0.2147626936496918,-0.013011832746712077,0.3868799278866506,0.21390886677060017,-0.013238353976524404,0.38633919128017946
26,1.8162050247192383,0.0006013608507353646,0.0038862803732913954,3.777305258013558e-07,1.538904281583482e-07,0.2174798520570798,-0.012668654428298485,0.3860006160193004,0.2174798956921108,-0.012668420577525093,0.38600032260807027,0.2169372978184042,-0.01291880742315882,0.38593210872001976
27,1.8834939002990723,0.0005676949162988828,0.0017436233161315766,1.0985549800733652e-06,1.339265915919632e-05,0.2203939048657443,-0.011919188369971016,0.38517508207754186,0.22039362016737388,-0.011919736381221062,0.3851759906222859,0.21989099993587446,-0.01210958290910431,0.3849931093626299
28,1.950699806213379,0.0006394976572892812,0.0033517499454885444,8.379214711559521e-08,1.1062622590364577e-06,0.22259094335433244,-0.011847367025328842,0.38453662153649476,0.22259093548603534,-0.0118474116102864,0.38453669204461755,0.22281121606665497,-0.012098550817072526,0.3839913290565816
29,2.01796293258667,0.0007415400017364709,0.00191677540423875,1.2158959241503505e-07,3.8222500276302526e-07,0.22503743125030162,-0.011181298655818241,0.38381032101325113,0.22503746753853443,-0.01118126538754812,0.3838102098358463,0.22440435528192804,-0.0114805519985001,0.3835663049700554
30,2.0851986408233643,0.0005154463551717852,0.0013120060259673842,3.9606949872124914e-07,4.247099568246505e-06,0.2270988793965475,-0.010958215189670438,0.38359032858525466,0.22709880032908353,-0.010958417956107169,0.38359065950088755,0.22684655637439927,-0.011231083556618846,0.38323317190832873
31,2.152459144592285,0.0007720566456825595,0.0030406294561647357,5.427163591914621e-07,6.522006990697739e-06,0.2289796057677309,-0.011565047119315155,0.38329813810177327,0.22897969401654253,-0.011565546330550375,0.3832979443459052,0.22825435672864303,-0.011500409745821847,0.3835548622833234
32,2.220053195953369,0.0013022295368819744,0.0031470704018556595,9.187063200777921e-08,1.3788227202452356e-07,0.23244346071634436,-0.011285769440839892,0.3840478463030145,0.23244348295458223,-0.011285751861155534,0.38404775891520926,0.23119685123324862,-0.011207967236465596,0.3836794533329701
33,2.2872772216796875,0.0015982876296355703,0.007285293401087917,3.83803921876607e-07,1.6923542714948755e-06,0.23549774464775314,-0.01083050304876394,0.38391379942153137,0.2354973861666306,-0.010830392552284247,0.383913880583488,0.2344967281033724,-0.011454678273095383,0.3849921752902585
34,2.354452133178711,0.0004706705645529669,0.002379009687421007,3.0862717014882023e-07,2.0102436432159806e-06,0.2378959711331846,-0.011152742727430092,0.3835436606836747,0.2378958735833419,-0.011152966691294855,0.3835434720704577,0.23760880670147877,-0.011292722690934115,0.3831980120480386
35,2.421643018722534,0.0006574467432057821,0.0026179630619830026,1.934636399613693e-07,2.1614239473223607e-06,0.24055340065604142,-0.010740830407318184,0.3828580453397112,0.24055335699576239,-0.010740768902735091,0.3828582234945491,0.23996736290437026,-0.010643426903789145,0.38257642763560085
36,2.489253282546997,0.000624561270143675,0.00453499998659094,7.542775035348857e-07,7.734481907532211e-06,0.24307812438614051,-0.010681277401848087,0.3819980078484191,0.2430780263383453,-0.010682021472184092,0.3819979324792127,0.24252148064988188,-0.010935359322853515,0.38187284032681024
37,2.556506872177124,0.0009027819315154576,0.007350461809529186,4.596193466249134e-07,5.000977616487262e-06,0.245346279387555,-0.010421367481701097,0.38143891961950904,0.24534621127894277,-0.010421771037843027,0.38143871044589445,0.24493161626284626,-0.010621161804087308,0.38066229104829896
38,2.623652219772339,0.0005201146323624136,0.006295144396657638,6.936229689736034e-07,7.579374355727605e-06,0.24815902568066067,-0.010403033211541556,0.38114282400578287,0.24815901528335604,-0.010403561981061056,0.38114327279026833,0.24774094625643708,-0.010575702607738763,0.38088608658066675
39,2.69085693359375,0.0006518238702027671,0.0053457934659841,3.1252205521649214e-08,3.7598748900632015e-07,0.25020684577370467,-0.010594570446828702,0.3814540357775104,0.25020682136484523,-0.010594552997429204,0.3814540270352917,0.2499842115633581,-0.01101332355583088,0.3810068733910662
40,2.758112668991089,0.0005380808759889114,0.0010322351683461708,1.5030242534328715e-07,1.5195690631921561e-06,0.2525866116176405,-0.010689879428496422,0.38120790085456024,0.25258656772075977,-0.010689997061632239,0.3812079834761572,0.25211127144023393,-0.010661383703881911,0.38145844174648563
41,2.825305223464966,0.0003792534385240363,0.003973840859132708,2.1652664765780966e-07,3.559485503883934e-07,0.25438132765752,-0.011694118352610161,0.3809409988274393,0.25438128990382164,-0.011694289637617367,0.3809408718632959,0.254229687412201,-0.011814742357568714,0.3812670176245349
42,2.892832040786743,0.0008018679958430575,0.0048274254839567364,9.277924760700019e-08,1.8709690856472233e-07,0.2568620245840292,-0.012162907410869717,0.38069067717909505,0.25686203887700154,-0.012162925786827535,0.3806905873680495,0.2561046923995825,-0.011996581662332084,0.38089506893659025
43,2.9600582122802734,0.0004948750730335676,0.005619973589540375,1.0081126768635551e-06,1.1024179948845607e-05,0.2595397550579205,-0.012964829586657968,0.3799353929144932,0.25953955897595304,-0.012965484889450011,0.3799346523597808,0.2592547067104909,-0.01319879270452046,0.379605377707241
44,3.0273470878601074,0.001121056825279209,0.00947719803004515,6.699666481891267e-07,7.746890215740269e-06,0.26228905621894216,-0.013201709978626823,0.37955842545766616,0.2622890324556462,-0.013202359824610772,0.3795585866743297,0.26180251644096864,-0.013424966533112764,0.37857343613750394
45,3.0945403575897217,0.0007076227015914855,0.00461333427688788,1.2591916788541747e-06,2.5591447486585377e-05,0.2644829413288223,-0.014162263496292406,0.37968507138811614,0.26448292619548897,-0.014163256297327871,0.3796858457786961,0.26388161576673086,-0.013853676338499847,0.37947552086383
46,3.1617343425750732,0.0004516568264469232,0.002804430106527351,7.105979569088965e-08,4.274286944897443e-07,0.2670237761433156,-0.014761878983921128,0.37973096144395707,0.2670237107209572,-0.014761884594265952,0.37973093427902355,0.2667993529644937,-0.014408006482507448,0.37956243139195806
47,3.2289698123931885,0.0008178488693290397,0.008096199945463315,3.343683556872004e-07,3.473348140651758e-06,0.2694285138672776,-0.015429814715178127,0.37961115168668574,0.2694283690290048,-0.015429920134672315,0.37961086935567034,0.26873749600576136,-0.015074631631183794,0.3793557773242831
48,3.296213150024414,0.00038896583805756986,0.005706356543422172,2.382741315473789e-07,2.575942283923053e-06,0.27175429512428984,-0.0163731352502464,0.379581863135508,0.27175427734734114,-0.01637313405302125,0.37958210074255444,0.2714033435612878,-0.01627330338893244,0.379447100295419
49,3.363480567932129,0.0005828375447901613,0.0035396175328798224,2.429357006667105e-07,5.026846026489349e-06,0.27346913013745855,-0.01668712376247525,0.3797026697732481,0.2734691299965446,-0.016687365657634297,0.37970264731290904,0.27362706350459354,-0.016437168996286014,0.3792003956747504
50,3.430994749069214,0.0010654420835855716,0.005838571679317265,1.806448862934939e-07,2.6007676044054683e-06,0.27528851823426426,-0.017534707554208433,0.3792857800404615,0.27528849708200714,-0.017534782852778992,0.3792856172053233,0.27472618170840024,-0.017382107172547148,0.38017777644666007
51,3.4983248710632324,0.0010174196431072396,0.01024651530825637,1.7717881331953213e-07,3.724623862196929e-07,0.27719942473254366,-0.017727581554425022,0.37905427119990487,0.27719924804430046,-0.01772759238170492,0.3790542636921347,0.276517327196477,-0.017625464573950558,0.3798022403194352
52,3.565861940383911,0.0006256373885486795,0.0019784608358015673,1.5637269461473034e-07,5.330130917841732e-07,0.27967259005473555,-0.017617885569308222,0.3783022676992834,0.27967259870605543,-0.017617860556187102,0.37830211358271043,0.27916534605899906,-0.01755764012389894,0.3786635102176097
53,3.633368968963623,0.0008799405077687198,0.009350408886483239,2.9188072383191856e-07,1.7176015392417591e-06,0.2813656741707814,-0.01854845169010798,0.3782168363141317,0.2813655999140365,-0.018548659734327233,0.3782166455318065,0.2812261300660747,-0.01826734024216597,0.3773947663086639
54,3.700587034225464,0.0005901848877518991,0.0057022908048418456,3.448995038848075e-07,5.232317079255111e-07,0.28301871198054407,-0.017655306683467976,0.37805917777306575,0.28301865159760037,-0.017654994264103285,0.3780590447177823,0.2830005351742684,-0.017817611166692292,0.3774920401705656
55,3.7681095600128174,0.001055112542131372,0.004920510076543209,3.172132659454162e-07,3.3199081239345726e-06,0.2850409991470258,-0.018196976943075083,0.3775590289252001,0.2850410002229832,-0.0181972068187558,0.37755924751218467,0.2841072788179368,-0.018466789557927993,0.37796967472936116
56,3.8355650901794434,0.0006489256638824292,0.006227335285075042,9.210491666061815e-07,9.476168438925829e-06,0.28633950369062877,-0.0187701657832208,0.37701480681984795,0.2863394065475662,-0.01877063164431197,0.3770140182336216,0.28590448535750934,-0.018442279125220326,0.37736744531264266
57,3.9029271602630615,0.0009190147278859606,0.0013734029077334719,4.1373700994749063e-07,3.137960218518404e-06,0.28840907861828113,-0.018686850720013356,0.37647010288380084,0.28840912415060876,-0.01868711753614784,0.3764697899712397,0.28751755331700524,-0.018797995755388444,0.3766635388896728
58,3.970181941986084,0.0006124245533316868,0.003958369338156295,1.4301613018776765e-06,4.085258388780734e-08,0.2897263692943981,-0.01901837611020457,0.37608536523030295,0.28972528695577776,-0.019018264202262627,0.37608443712412754,0.28968322314735806,-0.019168056594647015,0.3754930832061825
59,4.037377119064331,0.0005331100672337881,0.00203786777726344,4.3932346084415245e-07,5.272967469450165e-07,0.29135465423329426,-0.018979328179102223,0.37609150449104123,0.2913546575803686,-0.018979484190453866,0.3760910938155507,0.2909623220570294,-0.01929931521538409,0.37592450118608944
60,4.104578018188477,0.0007184650542820507,0.004166644450225104,2.868265722228186e-07,2.6023150921353916e-06,0.29270025016740664,-0.019082829097959622,0.3761425859688865,0.29270024435236597,-0.019082555718278466,0.37614267256691053,0.29261986995988926,-0.019478811371971418,0.3755485076111487
61,4.171798467636108,0.0004226854615651324,0.0030644223132431435,3.582637577745363e-07,1.6531969354975678e-06,0.294203615970556,-0.01953525731058772,0.376529446699843,0.2942035210408658,-0.01953507078040309,0.3765291559288605,0.2940055859390231,-0.01916237449284719,0.37650930941443783
62,4.2392449378967285,0.00033894454052452774,0.0016020402073938854,3.7854775309560065e-07,3.961413675226268e-06,0.2946012502322217,-0.019584442288675754,0.3770706994186963,0.29460114466153126,-0.01958462908206692,0.3770703875510005,0.29466374426547365,-0.019406839751878426,0.37678885684511587
63,4.306615114212036,0.00042842057591435743,0.0027861621506413913,2.3962588713658986e-08,2.0119842017777e-06,0.2953356895437129,-0.019991558533522195,0.3771853815674094,0.29533570788503527,-0.019991547145067057,0.37718537117007117,0.2952795783213453,-0.019609944381354508,0.37699892417426945
64,4.373874187469482,0.000941060467292093,0.004829484181616021,6.090064155303107e-07,6.620506102638458e-06,0.2957658009438832,-0.020258407102822906,0.3776649624403283,0.2957656454523903,-0.020258660117885068,0.3776644307500161,0.29537320050786137,-0.019684342480366934,0.37829892577521446
65,4.441093683242798,0.0006891770412904719,0.0031406450404299255,9.470257916777819e-08,6.982297685756672e-07,0.2959547635118194,-0.020993101878599423,0.37796266225389175,0.2959547605277554,-0.020993112993643436,0.37796256825320207,0.29586009756659604,-0.020370753509667872,0.3782431722550416
66,4.5087573528289795,0.0004890672203717115,0.002076059591844294,1.7958666919778142e-07,1.7706724858550271e-06,0.29647909836829445,-0.020755667704049924,0.37788356198814493,0.2964790459423029,-0.020755778155911966,0.3778834304462378,0.29614244016396113,-0.020401592435990205,0.377905441294478
67,4.57597017288208,0.0005877622763538818,0.0033507602300490032,4.345620079510979e-07,4.8773839178053844e-06,0.29671363176993654,-0.020893051424187067,0.377819984341582,0.2967136259330475,-0.020893484605575892,0.377819950224814,0.2964337204453674,-0.0204283710798052,0.3775937403992812
68,4.643486499786377,0.0005939988834972992,0.001996745580635058,2.7123627329063423e-07,1.338339389642591e-07,0.2969183981927805,-0.020475185738944853,0.3777792882824883,0.2969184099882173,-0.02047529269553393,0.37777903930403206,0.29679559712526093,-0.020628366327267222,0.3772186723009347
69,4.710661172866821,0.0005924765632851413,0.0024299121864599514,2.232185222265066e-08,8.60652270611766e-08,0.2970637994303622,-0.02011984677019489,0.37790131396670035,0.2970637945076762,-0.020119832768813385,0.3779012972935613,0.29683486612372917,-0.02063250876288015,0.37771211644977104
70,4.777838230133057,0.0005930741882316217,0.004215811310258484,3.0293892110998796e-07,1.28029334099746e-06,0.297088037180545,-0.020082246678575562,0.37774015937373356,0.29708774791174547,-0.020082262494461826,0.3777400707994185,0.2968471565346261,-0.020621756016484288,0.37779157125443824
71,4.845477342605591,0.00023219852722543868,0.001313958146231239,1.31129150280462e-07,1.7485823429775713e-06,0.2970596495048682,-0.019935929320977593,0.3777548405949777,0.29705964886006975,-0.019936059835104946,0.3777548279260847,0.2968878100393257,-0.02007975421718387,0.3778156826310957
72,4.912765264511108,0.0002024632619458143,0.0029029187160460614,1.1129175858471194e-07,1.0183037841683792e-06,0.2970404789690415,-0.020217801262987004,0.37771953955781223,0.297040415893931,-0.02021787272304243,0.37771959701080554,0.2968967325028306,-0.020256937010156052,0.37785664068539015
73,4.979994535446167,0.00027960961726187995,0.0038276583385756643,2.2107319705266355e-06,8.272474958576056e-06,0.29693474251337276,-0.02018257641234681,0.3776556162554805,0.2969345518833075,-0.020181507944505548,0.3776536902823509,0.29690294668192424,-0.020078777291183278,0.37791329106141525
74,5.04718279838562,0.0009069246560888961,0.002110587799114241,3.5611405114710247e-07,7.142423961759298e-07,0.2973909602105975,-0.019844219897661528,0.377237670836026,0.2973909668587428,-0.019843915389956786,0.3772374863148149,0.29691213363274455,-0.020071721567091336,0.3779735243748299
75,5.1143879890441895,0.0012790517136248626,0.0025100375695732294,2.0512847148364366e-07,2.022162670616922e-06,0.2972446180061644,-0.020224667894509753,0.37685984803118244,0.29724451975695715,-0.020224842808320282,0.37685980525336144,0.29692830055725733,-0.020027830695057987,0.3780834376987408
76,5.181575059890747,0.0003215349908383458,0.0036984215824268406,3.107813617096201e-07,3.623723616457764e-07,0.29740610296880576,-0.02017256444789288,0.37714125390394343,0.2974059832443092,-0.02017236194824277,0.37714105081531396,0.2971738730224439,-0.020035865155339123,0.3773166600206027
77,5.248802661895752,0.0004662031414626904,0.001985229281840604,7.403118702139388e-07,7.651597640820628e-06,0.29708023363329583,-0.02038047571329698,0.3769721027303195,0.2970799568859862,-0.020380749881080937,0.3769714732030222,0.2971679077534801,-0.020039380570200105,0.3772775740401267
78,5.315966844558716,0.00045089353936428106,0.0018852356320453669,6.983850676542481e-07,7.5897223561023865e-06,0.2968564703173079,-0.02043952662846303,0.37739986098876244,0.29685644079532625,-0.02044016722491964,0.3774001375865482,0.29710450478401806,-0.020248385757030498,0.3770754398821244
79,5.383251190185547,0.0005050558266674368,0.002656430493333391,1.198460771827705e-07,1.2987379468317596e-06,0.2964926508050912,-0.02068417383677237,0.376900160301937,0.2964926434727485,-0.02068420580714331,0.3769002755721168,0.2965813045310047,-0.020644460851859517,0.3773957859507504
80,5.450501918792725,0.000526895253434652,0.004843132139626379,5.723189090532528e-07,6.4414987910658725e-06,0.29631745020252354,-0.02088937873263138,0.3772118779974941,0.2963173149423588,-0.020889004660542648,0.3772122894870978,0.2965351652624883,-0.020636641938191043,0.3768040264638541
81,5.517749071121216,0.000411966164476936,0.0020586496932820256,1.0797396285460063e-06,1.217029383121805e-05,0.29583788265648264,-0.021386022748264833,0.3774459639521342,0.29583792105972007,-0.02138680440268398,0.37744670784676776,0.2959699570994279,-0.021007002200212028,0.377353142153249
82,5.584946870803833,0.0004741447474574344,0.004059663557536369,1.3909318108776996e-06,9.263820011872826e-06,0.29550671951613305,-0.021694669178836324,0.3772224149965333,0.29550652165572866,-0.021695318792651887,0.37722120110014007,0.2958804112633039,-0.021448654416675223,0.377065429467147
83,5.65214467048645,0.0006333227548576081,0.0028908059536099906,6.142276048074916e-08,1.2909057516358465e-06,0.29494656300930977,-0.022626757488782918,0.37668260673489173,0.2949465733887865,-0.022626817716803863,0.3766826006023995,0.2953164646903476,-0.02211529603853618,0.3767343526825332
84,5.7193286418914795,0.0009309233081413492,0.006156834934092052,3.8799485254418e-07,4.072627481036763e-06,0.29470687694076436,-0.022825982217742184,0.3761293071140005,0.2947067054348982,-0.022826069111534054,0.3761289701047834,0.2952205928624383,-0.02226081284750938,0.3755970499013578
85,5.786601305007935,0.0006473852899434824,0.0019395117565796825,4.864935685542692e-07,2.524804494400465e-07,0.2945749326148459,-0.02323151243273943,0.3759814120748944,0.29457494977625437,-0.02323116002582237,0.3759810771258787,0.29515511650243154,-0.02334197863167934,0.37571628646482813
86,5.853811025619507,0.0005561322031412824,0.002215577864368321,7.758173336524306e-07,8.492985989759197e-06,0.29436733604688925,-0.0232315333987391,0.37594559019500146,0.29436727263806356,-0.023232293050439445,0.37594573442103996,0.2946525702221604,-0.023219648530033627,0.3764228566221928
87,5.921253442764282,0.0002726951508385341,0.0011315575627560547,1.430742082930646e-07,6.562668858458743e-07,0.29389122800627665,-0.023467905293791207,0.37597189954011756,0.2938910889218339,-0.023467891341848235,0.37597186902634766,0.2940867888485291,-0.0235277230281772,0.3761522892319552
88,5.988570213317871,0.0006718581792228533,0.0024646541396561145,2.256463503595719e-08,4.920986936144924e-08,0.29369192532534344,-0.023426038008289865,0.37601951388358257,0.2936919268920707,-0.023426027905736314,0.3760194937677547,0.2936301600461743,-0.023472192868381432,0.3766869329364779
89,6.055922985076904,0.0008538835183947272,0.003781100089284866,3.889912381885037e-07,2.774144093673924e-06,0.29379333589972,-0.023317723338710454,0.3759540069351915,0.29379300353791343,-0.023317761051107114,0.37595380837137793,0.29363441268198087,-0.023461461687939857,0.3767805659232924
90,6.1231207847595215,0.0009592922174253411,0.002880384787259678,9.55910331631788e-07,1.4084362965761604e-06,0.29389138429752504,-0.023418157087127765,0.375776794343055,0.2938915513363867,-0.023418256173082762,0.37577585837053706,0.2936275533225505,-0.023236114066042472,0.37668094870682867
91,6.190577030181885,0.00038305844160328603,0.002583691288328558,9.260438553945425e-08,1.8094628609413752e-06,0.29370441716299656,-0.02301779901379696,0.3758040296692153,0.2937044311938679,-0.023017861497746574,0.37580409656064157,0.2935799681111185,-0.023230515814439794,0.37609728342604454
92,6.257728815078735,0.0003629666242002404,0.0018122190765275435,2.4578790947343114e-07,2.734928940885629e-06,0.29388966553498674,-0.022855611016016433,0.37603630210674915,0.2938895882814915,-0.02285581850051574,0.3760364088483833,0.2935730503420092,-0.023028344757254612,0.376077077644722
93,6.32494854927063,0.0005417247566851142,0.002310154110271092,2.8981541554559647e-08,7.746796873816773e-08,0.29400157177456115,-0.022284873823764095,0.37637318694274097,0.29400154432715153,-0.022284867375642,0.37637319365028726,0.29361434700706834,-0.02219418535622189,0.3760053577795408
94,6.392281532287598,0.0005700521326670729,0.003031946006548,1.9488041132125788e-07,1.7047576996201714e-06,0.29418270398994484,-0.02175503773739062,0.37612376012106247,0.2941825718827479,-0.021755069597322003,0.3761236204392526,0.293646467712467,-0.021661837188760143,0.37595427930677966
95,6.459475040435791,0.0003691225016231656,0.0014118297633944118,4.858100335055814e-07,5.309084746829484e-06,0.2944260914307411,-0.021413067436975637,0.37633458494598293,0.2944260483297285,-0.021413192561999167,0.37633505238305875,0.29419635974598457,-0.02169614999433433,0.3762768005195107
96,6.52668023109436,0.0006583307271465871,0.002903336705442683,6.740208849099683e-08,8.86926293548619e-07,0.29477871696636593,-0.02110982660490127,0.3764661670649092,0.29477871323881777,-0.021109805708172957,0.37646623103735377,0.2947292566031363,-0.021121189951758802,0.3758097953004931
97,6.593909740447998,0.0010797085060628919,0.0035110286745245584,3.254376257483152e-08,1.0382604945331172e-07,0.2946418476068752,-0.02126705240606478,0.37690038832642003,0.29464181611371953,-0.02126705496210865,0.3769003961202811,0.2947372241444567,-0.021323650735104602,0.3758263909319663
98,6.6613194942474365,0.00043561325931938075,0.001140388600673789,8.419091013850772e-08,9.332625916758276e-07,0.294706144478522,-0.02130863866563098,0.37724920445331317,0.2947061276410321,-0.02130869076060642,0.3772492684120641,0.2948118712619205,-0.021343629445056408,0.3768280674158512
99,6.7286012172698975,0.0011239824893544824,0.003890704449533033,1.2854605819434832e-06,7.613909392354164e-06,0.2942801442189329,-0.021498608905308088,0.37732021922020736,0.29428003305365624,-0.021499173973756017,0.3773190699818343,0.2947621478183987,-0.021350835020237845,0.376315643665374
100,6.796205759048462,0.0008319040799041395,0.0026412083551818496,1.1492011034553882e-06,6.671870325929672e-07,0.2945248292833732,-0.021180364889450576,0.3774642755789032,0.2945244619429689,-0.02118130808552515,0.37746373142325595,0.2947937336821549,-0.021571119663119,0.3767808536526144
