run,policy_type,step,horizon,checkpoint,action_cross_frame_mse_normalized,action_cross_frame_mse_normalized_lo,action_cross_frame_mse_normalized_hi,xyz_cross_frame_mse_mm2_per_dim,xyz_cross_frame_mse_mm2_per_dim_lo,xyz_cross_frame_mse_mm2_per_dim_hi,rotvec_cross_frame_mse_deg2_per_dim,rotvec_cross_frame_mse_deg2_per_dim_lo,rotvec_cross_frame_mse_deg2_per_dim_hi,rotation_geodesic_cross_frame_mse_deg2,rotation_geodesic_cross_frame_mse_deg2_lo,rotation_geodesic_cross_frame_mse_deg2_hi,gripper_cross_frame_mse,gripper_cross_frame_mse_lo,gripper_cross_frame_mse_hi
act_r50_v1_vae_2frame_1m_seed1000_0300000steps,act,300000,30,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_2frame_seed1000_1000000steps/checkpoints/0300000/pretrained_model,0.0016896467601200129,0.0015011772283622577,0.0019022785003646283,7.423765733160078,6.272706988400034,8.77672154878974,0.17651673225848938,0.15452661941339027,0.20113415210970556,0.5287382753789425,0.462919149589306,0.6022142323435749,0.0017907177538648773,0.0015121717897048322,0.0021142912666103973
act_r50_v1_vae_2frame_1m_seed1000_0400000steps,act,400000,10,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_2frame_seed1000_1000000steps/checkpoints/0400000/pretrained_model,0.0013146318285180317,0.0010395300301963284,0.0016299076446941857,4.318628598049283,3.769237069726364,4.955241961963102,0.06974882520153187,0.06165897678190956,0.07865271306129287,0.2090345187284984,0.18482002253265822,0.2357212908036308,0.0015545761864249347,0.0011037795833257517,0.002067868791221656
act_r50_v1_vae_2frame_1m_seed1000_0400000steps,act,400000,30,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_2frame_seed1000_1000000steps/checkpoints/0400000/pretrained_model,0.0016900907060007741,0.0014878647444243145,0.0019142681769250883,6.487077216535808,5.583174254465849,7.567515348953752,0.16392831817036502,0.14313094986109062,0.18629638655991296,0.4911122072301805,0.42885537356985753,0.5580060133957302,0.0018987766225272635,0.001584935846388063,0.0022553416695198815
act_r50_v1_vae_2frame_1m_seed1000_0500000steps,act,500000,10,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_2frame_seed1000_1000000steps/checkpoints/0500000/pretrained_model,0.0012744780692155473,0.0009915499814258056,0.0015992104667088588,4.369790187187493,3.7778023740079267,5.043277875922249,0.0706517159283394,0.06278728704673991,0.07906062247521187,0.21174815099406985,0.1881707656524493,0.23691760957721852,0.0014779905332360916,0.0010141383492776354,0.002012705694855694
act_r50_v1_vae_2frame_1m_seed1000_0500000steps,act,500000,30,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_2frame_seed1000_1000000steps/checkpoints/0500000/pretrained_model,0.00165830392904536,0.0014617283811910963,0.0018777319848760263,6.641124573364855,5.605568436661735,7.855657421305032,0.15363571013417093,0.13857303749814165,0.16927058855167135,0.4603321856651455,0.41531486604125234,0.5071548908771482,0.0018625165353159353,0.0015623081388953393,0.0022070563308745545
act_r50_v1_vae_noproprio_seed1000_0100000steps,act,100000,10,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/100000/pretrained_model,0.001331328597785614,0.0010375437715372754,0.0016793045243530275,4.164370400190353,3.729425357577206,4.627982972744853,0.0781099625028437,0.06954226533111646,0.08771539592576154,0.2341401150277816,0.20845036635632863,0.2628913676626632,0.0015562792265301076,0.0010853193078233262,0.0021161056115931156
act_r50_v1_vae_noproprio_seed1000_0100000steps,act,100000,30,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/100000/pretrained_model,0.0025227881493374293,0.002205639823826549,0.0028928539943779475,9.126343398705126,8.228283753768727,10.070624964841084,0.37269031787128193,0.32990671492276596,0.41867206970563275,1.1163332511703485,0.988404655959679,1.2540647837853067,0.0024436186753284514,0.001976676976264192,0.0029904896081571143
act_r50_v1_vae_noproprio_seed1000_0200000steps,act,200000,10,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/200000/pretrained_model,0.0010990211839725817,0.0009192705455669057,0.001289566461588902,4.1461498240605,3.704875708741692,4.608848827309907,0.07984026572783477,0.06997949170944048,0.09074238932802106,0.23930852064490316,0.20975040883398605,0.27197042510702724,0.0011791056243306958,0.0008908098497714445,0.0014882865108788704
act_r50_v1_vae_noproprio_seed1000_0200000steps,act,200000,30,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/200000/pretrained_model,0.0019252869224528695,0.0017267300626589988,0.0021422331239154572,7.333657495826483,6.594112665393206,8.10392212421782,0.24356327823689206,0.21658694998743017,0.2730486709247111,0.7296188624948263,0.6488082761019002,0.8179997207261622,0.001973120766278641,0.001674201843724183,0.0023007393120781407
act_r50_v1_vae_noproprio_seed1000_0300000steps,act,300000,10,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/300000/pretrained_model,0.0011643522783560912,0.0009940937418286926,0.0013432199284061422,4.201546321220697,3.7296436883965516,4.710588924905287,0.08639367663662414,0.0758231903431704,0.09803502275147183,0.2588994844048284,0.22724335085041833,0.2937394296645652,0.0012557481492711784,0.0009838376663492618,0.001542456262274958
act_r50_v1_vae_noproprio_seed1000_0300000steps,act,300000,30,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/300000/pretrained_model,0.0019266960037148235,0.0017015460044370679,0.0021795494095301357,6.902841779716312,6.151409095126576,7.68967931074947,0.20932994653121567,0.1866597174813447,0.23344038949068638,0.6270669050486759,0.5592680634878109,0.6992637573263842,0.002107369993525291,0.001765567947653584,0.0024909158616657524
act_r50_v1_vae_noproprio_seed1000_0400000steps,act,400000,10,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/400000/pretrained_model,0.001186805438872398,0.0009630682691651605,0.001432807341984608,4.118270830404013,3.6745726817493334,4.590015490439814,0.07644623412785587,0.0669439630269888,0.08744633796088454,0.22907869394798763,0.20065103591772493,0.26199001983816267,0.0013370776047825722,0.0009809544173209996,0.0017317169136150327
act_r50_v1_vae_noproprio_seed1000_0400000steps,act,400000,30,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/400000/pretrained_model,0.0018694098612140806,0.001652587504315125,0.00210662111135307,6.70336619028449,6.033092212993651,7.394735286602381,0.1997470359916333,0.17962734560331453,0.22099713243282174,0.5983293838705869,0.53809292002148,0.6618222303007031,0.002072279389776607,0.0017327469533420221,0.002451440392493692
act_r50_v1_vae_noproprio_seed1000_0500000steps,act,500000,10,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/500000/pretrained_model,0.0012036849575615635,0.000954359756838403,0.0014911944223256787,4.109220588479192,3.6874358488933163,4.556118842317442,0.08303334418218583,0.07223646580538481,0.0954898611899233,0.24887784662004558,0.21651814011659,0.2861932704031235,0.001341718980436928,0.0009484561013559887,0.0017971388209100656
act_r50_v1_vae_noproprio_seed1000_0500000steps,act,500000,30,/mnt/data/zfei/lerobot-act-flow-ablation/train/act_r50_v1_vae_noproprio_seed1000_500000steps/checkpoints/500000/pretrained_model,0.0018709718985628573,0.001620941520808993,0.002156387027082838,6.516560007825493,5.789564403235911,7.29706930550746,0.18591855423082593,0.16140488617445806,0.21441811449740195,0.5570610348461196,0.48362991713201614,0.6424008711672154,0.0021288210858326686,0.0017390841306779447,0.00257632443230805
act_r50_v1_vae_seed1000_0100000steps,act,100000,10,/mnt/data/zfei/lerobot-act-flow-ablation/archive/report_ckpts/act_r50_v1_vae/act_r50_v1_vae_seed1000_1000000steps/checkpoints/0100000/pretrained_model,0.001320940735367003,0.0010071957829797837,0.0017091104797362958,5.606135801710188,4.313161888408845,7.334302268884146,0.07210643681875081,0.061633793024565224,0.0845275086448739,0.21613892424607187,0.1847866279036243,0.25332688241412393,0.0014455275423236793,0.0009513532969461778,0.0020691253499753332
act_r50_v1_vae_seed1000_0100000steps,act,100000,30,/mnt/data/zfei/lerobot-act-flow-ablation/archive/report_ckpts/act_r50_v1_vae/act_r50_v1_vae_seed1000_1000000steps/checkpoints/0100000/pretrained_model,0.001985578784633617,0.0017472441974488448,0.0022567434006423815,10.251910691425206,8.298536253226173,12.6707914798908,0.25961910051101583,0.22247848355782918,0.3034433836005976,0.7778563956136351,0.6667549500318768,0.9090566628625616,0.0018146104917112912,0.0015210117461510885,0.0021659020811342364
act_r50_v1_vae_seed1000_0200000steps,act,200000,10,/mnt/data/zfei/lerobot-act-flow-ablation/archive/report_ckpts/act_r50_v1_vae/act_r50_v1_vae_seed1000_1000000steps/checkpoints/0200000/pretrained_model,0.0012203068384542346,0.000989198324055906,0.001474622382964822,5.337192791052163,4.255537784741634,6.7678424085358175,0.07461875812604558,0.0655908716211037,0.08480221867058432,0.22364950446831064,0.19660051766139808,0.2541772547344735,0.0012985108293220885,0.000931506148896059,0.0017002535316787007
act_r50_v1_vae_seed1000_0200000steps,act,200000,30,/mnt/data/zfei/lerobot-act-flow-ablation/archive/report_ckpts/act_r50_v1_vae/act_r50_v1_vae_seed1000_1000000steps/checkpoints/0200000/pretrained_model,0.0017039950587095518,0.0015301084242203616,0.001899773207868203,8.334994425818325,6.986350440196693,10.07185390237905,0.2043968206411228,0.18300439906620888,0.22787885995781973,0.612397816568613,0.5483192946908063,0.6825814095475476,0.0016500729823357607,0.0014126658714742066,0.0019230701535519052
act_r50_v1_vae_seed1000_0300000steps,act,300000,10,/mnt/data/zfei/lerobot-act-flow-ablation/archive/report_ckpts/act_r50_v1_vae/act_r50_v1_vae_seed1000_1000000steps/checkpoints/0300000/pretrained_model,0.0013671382038701269,0.0010236502276431113,0.0017945314265324665,4.773581359747797,4.035083435702047,5.670244371563848,0.07188320459943497,0.06430355635923335,0.08026873385883519,0.2154699025426526,0.19275195782667148,0.24058795796888302,0.001593602574072052,0.0010354934227512355,0.0022857773760907494
act_r50_v1_vae_seed1000_0300000steps,act,300000,30,/mnt/data/zfei/lerobot-act-flow-ablation/archive/report_ckpts/act_r50_v1_vae/act_r50_v1_vae_seed1000_1000000steps/checkpoints/0300000/pretrained_model,0.0015420720770071058,0.001376532764033618,0.0017329095026043428,6.8218238568604,5.848858709143847,7.930958445680884,0.17202050909656097,0.1532315694646386,0.192531175853638,0.5154136260179804,0.4592067995128457,0.5768384153343737,0.001587737135074338,0.0013211440577052,0.0018957701410212298
act_r50_v1_vae_seed1000_0400000steps,act,400000,10,/mnt/data/zfei/lerobot-act-flow-ablation/archive/report_ckpts/act_r50_v1_vae/act_r50_v1_vae_seed1000_1000000steps/checkpoints/0400000/pretrained_model,0.001333169335301136,0.0010310331205486821,0.0016996566170786526,4.722831955090165,3.9932668962936866,5.623151284042743,0.07506342862977182,0.06596815402233037,0.08526431762342689,0.22498556045931764,0.19774462155607767,0.2556013416624337,0.0015305237639535478,0.0010349476979992394,0.002125997174106452
act_r50_v1_vae_seed1000_0400000steps,act,400000,30,/mnt/data/zfei/lerobot-act-flow-ablation/archive/report_ckpts/act_r50_v1_vae/act_r50_v1_vae_seed1000_1000000steps/checkpoints/0400000/pretrained_model,0.0016943551434778787,0.001504894397522912,0.0019072782192501097,7.064992900922894,6.02649410853833,8.262531306480982,0.168395629246952,0.14911319725800423,0.18950133840671032,0.5044851990127937,0.4467295352939981,0.5676321243365298,0.0018500041025910254,0.0015567708058061103,0.00219002857954532
