idx,des_x,des_y,des_z,ach_x,ach_y,ach_z,exp_x,exp_y,exp_z,err_x,err_y,err_z,err_norm,q0_cmd_deg,q1_cmd_deg,q2_cmd_deg,q3_cmd_deg,q4_cmd_deg,q0_meas_deg,q1_meas_deg,q2_meas_deg,q3_meas_deg,q4_meas_deg
29,0.27935248557693554,0.008466214957100857,0.2590412414390626,0.287659602331508,0.00781389272808528,0.2061553830060902,0.27935248557693554,0.008466214957100857,0.2590412414390626,0.008307116754572463,-0.0006523222290155759,-0.05288585843297239,0.05353828289417735,-2.201323721946372,-49.96911229293853,24.578584549335027,27.575478534871436,5.575897563828592,-1.978021978021978,-46.417582417582416,31.34065934065934,29.934065934065934,5.582417582417582
30,0.2788672773917818,0.009149057237940877,0.2593166969399452,0.2876712993174717,0.007432098770976609,0.2061553819929656,0.2788672773917818,0.009149057237940877,0.2593166969399452,0.008804021925689909,-0.0017169584669642687,-0.05316131494697959,0.053912745759581424,-2.3683356596392247,-50.153947757521756,24.606145650837213,27.672217748314733,5.570071103172308,-1.89010989010989,-46.417582417582416,31.34065934065934,29.934065934065934,5.582417582417582
31,0.2783678732790214,0.0098215886077808,0.2595587823179969,0.2877028752451875,0.006286615507754445,0.20615537895332264,0.2783678732790214,0.0098215886077808,0.2595587823179969,0.009335001966166101,-0.0035349731000263555,-0.05340340336467425,0.05432827797249178,-2.5336739632421468,-50.34512660790347,24.640228509449436,27.777417650390248,5.564257869213932,-1.6263736263736264,-46.417582417582416,31.34065934065934,29.934065934065934,5.582417582417582
32,0.2778544920763273,0.01048351407294252,0.2597670728439411,0.2876712993174717,0.007432098770976609,0.2061553819929656,0.2778544920763273,0.01048351407294252,0.2597670728439411,0.00981680724114442,-0.0030514153019659106,-0.05361169085097553,0.054588407520786225,-2.697283283351339,-50.54265509255945,24.680855532713803,27.891161615344046,5.558459325493725,-1.89010989010989,-46.417582417582416,31.34065934065934,29.934065934065934,5.582417582417582
33,0.2773273587693542,0.011134543289973155,0.2599412030838508,0.28720677098815894,0.008942940034748877,0.2071604182386344,0.2773273587693542,0.011134543289973155,0.2599412030838508,0.009879412218804728,-0.0021916032552242778,-0.05278078484521642,0.05374213579208036,-2.8591078705437565,-50.746531497367506,24.728036044404657,28.013523400514234,5.552677004507889,-2.241758241758242,-46.68131868131868,31.34065934065934,29.934065934065934,5.582417582417582
34,0.2767867043937823,0.011774390693335558,0.26008086754065385,0.2865546555333952,0.011202011046025155,0.20849747872501348,0.2767867043937823,0.011774390693335558,0.26008086754065385,0.00976795113961293,-0.0005723796473104028,-0.05158338881564037,0.052503204565360125,-3.0190915677607357,-50.9567457957471,24.781766113035577,28.144566829515806,5.546912509751531,-2.769230769230769,-47.032967032967036,31.34065934065934,29.934065934065934,5.582417582417582
35,0.27623276593456425,0.01240277562100202,0.26018582119036693,0.2858738615280828,0.013449364229276088,0.2098310776032727,0.27623276593456425,0.01240277562100202,0.26018582119036693,0.009641095593518556,0.0010465886082740676,-0.05035474358709424,0.05128007677139671,-3.1771778031796463,-51.17327934146074,24.84202842671481,28.284345501119347,5.541167517580896,-3.2967032967032965,-47.38461538461539,31.34065934065934,29.934065934065934,5.582417582417582
36,0.2756657862224097,0.01301942243789116,0.2602558799121086,0.28513256629197814,0.013785780590139593,0.21149312528157535,0.2756657862224097,0.01301942243789116,0.2602558799121086,0.009466780069568415,0.0007663581522484326,-0.04876275463053323,0.0496791049522904,-3.333309583614814,-51.3961046044421,24.908792212847768,28.432902527117214,5.535443779065128,-3.3846153846153846,-47.824175824175825,31.34065934065934,29.934065934065934,5.582417582417582
37,0.2750860138275822,0.013624060657091864,0.2602909208111223,0.2843994912785127,0.01374241639074128,0.2131495869365548,0.2750860138275822,0.013624060657091864,0.2602909208111223,0.00931347745093053,0.00011835573364941607,-0.04714133387456751,0.048052681816753214,-3.4874294884796315,-51.62518495318257,24.982013208455506,28.590270293637975,5.529743121647754,-3.3846153846153846,-48.26373626373626,31.34065934065934,29.934065934065934,5.582417582417582
38,0.2744937029510105,0.014216425058814567,0.26029088243425985,0.2839743220584519,0.013339923638016275,0.2141407415523468,0.2744937029510105,0.014216425058814567,0.26029088243425985,0.009480619107441413,-0.0008765014207982921,-0.04615014088191305,0.04712203196829978,-3.639479664353641,-51.86047448117037,25.061633674111317,28.756470254508486,5.524067450733676,-3.2967032967032965,-48.527472527472526,31.34065934065934,29.934065934065934,5.582417582417582
39,0.2738891133128189,0.01479625580701778,0.2602557648775259,0.2834675047103957,0.011428848396646747,0.21545905888707736,0.2738891133128189,0.01479625580701778,0.2602557648775259,0.009578391397576824,-0.0033674074103710334,-0.04479670599044852,0.045932884538501195,-3.7894018201956396,-52.10191788072806,25.14758245762268,28.931512749720564,5.518418751160663,-2.857142857142857,-48.879120879120876,31.34065934065934,29.934065934065934,5.582417582417582
40,0.27327251003830255,0.015363298563653536,0.26018562978550924,0.2831273270180117,0.012163390345904367,0.21611682871069018,0.27327251003830255,0.015363298563653536,0.26018562978550924,0.009854816979709136,-0.003199908217749169,-0.04406880107481906,0.045270476676058484,-3.937137223247644,-52.349450363431416,25.239775104845855,29.11539685161524,5.512799088562527,-3.032967032967033,-49.05494505494506,31.34065934065934,29.934065934065934,5.582417582417582
41,0.2726441635414005,0.015917304600479035,0.2600806002427049,0.28258852527840844,0.013635291175612041,0.21710172534329164,0.2726441635414005,0.015917304600479035,0.2600806002427049,0.009944361737007967,-0.0022820134248669934,-0.042978874899413266,0.04417331324733472,-4.0826266956784165,-52.60299762672152,25.33811401635861,29.308110239373658,5.507210610665263,-3.3846153846153846,-49.31868131868132,31.34065934065934,29.934065934065934,5.582417582417582
42,0.2720043494057368,0.01645803090838359,0.2599408605569212,0.28219148814561307,0.01511087478894084,0.21775714266973734,0.2720043494057368,0.01645803090838359,0.2599408605569212,0.010187138739876256,-0.0013471561194427495,-0.04218371788718389,0.04341726246668665,-4.225810612011685,-52.86247586639071,25.44248864921578,29.509629101380455,5.501655548376251,-3.7362637362637363,-49.494505494505496,31.34065934065934,29.934065934065934,5.582417582417582
43,0.27135334826329616,0.016985240304181266,0.25976665593515974,0.2814931849975817,0.018432941484626316,0.21873848356089365,0.27135334826329616,0.016985240304181266,0.25976665593515974,0.010139836734285534,0.0014477011804450504,-0.04102817237426609,0.04228738648909766,-4.366628897397949,-53.12779183519808,25.552775764514905,29.719918062917476,5.496136216859142,-4.527472527472527,-49.75824175824176,31.34065934065934,29.934065934065934,5.582417582417582
44,0.2706914456707623,0.0174987015348183,0.25955829205255443,0.28102225493100635,0.018395645676517396,0.2197176514100732,0.2706914456707623,0.0174987015348183,0.25955829205255443,0.010330809260244045,0.0008969441416990971,-0.03984064064248122,0.04116803098969149,-4.5050210267806525,-53.39884294503522,25.668839715803294,29.938930142699142,5.4906550164566195,-4.527472527472527,-50.02197802197802,31.34065934065934,29.934065934065934,5.582417582417582
45,0.27001893198363475,0.017998189378951875,0.25931613451512636,0.28018364341186985,0.018701819951540466,0.22030736076453855,0.27001893198363475,0.017998189378951875,0.25931613451512636,0.010164711428235107,0.0007036305725885914,-0.03900877375058781,0.04031750096331026,-4.640926025016075,-53.67551741345435,25.7905327808306,30.166606732927495,5.485214433496263,-4.615384615384615,-50.37362637362637,31.34065934065934,30.197802197802197,5.582417582417582
46,0.2693361022281302,0.018483484745850442,0.259040608217325,0.2793993526944001,0.01826712404414916,0.22089179997699432,0.2693361022281302,0.018483484745850442,0.259040608217325,0.01006325046626988,-0.00021636070170128266,-0.03814880824033068,0.039454371013331886,-4.774282468008949,-53.95769445148852,25.917695531196227,30.402877606225218,5.479817041003676,-4.527472527472527,-50.72527472527472,31.34065934065934,30.46153846153846,5.582417582417582
47,0.26864325597096567,0.01895437477157326,0.25873219659548885,0.2788770258950514,0.016374205960185618,0.22114855645598838,0.26864325597096567,0.01895437477157326,0.25873219659548885,0.010233769924085756,-0.002580168811387642,-0.03758364013950047,0.03903738367372807,-4.905028484926709,-54.24524449137196,26.050157238317265,30.6476609480821,5.4744654992819175,-4.087912087912088,-50.989010989010985,31.34065934065934,30.725274725274726,5.582417582417582
48,0.2679406971871001,0.019410652912388145,0.25839144077855014,0.2780667215065827,0.017054158509245274,0.2219612513392678,0.2679406971871001,0.019410652912388145,0.25839144077855014,0.010126024319482563,-0.0023564944031428704,-0.036430189439282334,0.03788466889089562,-5.033101761560851,-54.53802945349542,26.18773631580091,30.900863411365165,5.469162556387136,-4.263736263736264,-51.34065934065934,31.34065934065934,30.9010989010989,5.582417582417582
49,0.2672287341254638,0.019852119035382105,0.25801893863750075,0.27732796057426545,0.018103085867594876,0.22221094377711476,0.2672287341254638,0.019852119035382105,0.25801893863750075,0.01009922644880168,-0.001749033167787229,-0.035807994860385994,0.037246019757923465,-5.158439544906074,-54.83590304921145,26.330240792895676,31.16238019528351,5.463911048501084,-4.527472527472527,-51.604395604395606,31.34065934065934,31.164835164835164,5.582417582417582
50,0.2665076791727712,0.020278579506228588,0.2576153437352936,0.27630388364210146,0.019855870070943662,0.22253913870721975,0.2665076791727712,0.020278579506228588,0.2576153437352936,0.009796204469330272,-0.00042270943528492644,-0.03507620502807385,0.036420934425726616,-5.280978649029601,-55.138711118014506,26.477468817889456,31.4320951462864,5.458713900148452,-4.967032967032967,-51.956043956043956,31.34065934065934,31.516483516483518,5.582417582417582
